Stkcd,Accper,Typrep,B001000000,B001100000,B001101000,B001200000,B001201000,B001207000,B001209000,B001210000,B001211000,B001212000,A002000000,A001000000,Indnme,Nindnme
603612,2019-3-31,A,13142527.7,860812331.3,860812331.3,848998596.5,765234885.2,8377056.38,21563135.55,30765938.49,23604462.82,-546881.92,3896361136.0,6865114053.0,工业,非金属矿物制品业
603680,2018-1-1,A,700552012.8,2931925104.0,2931925104.0,2349207526.0,1757818974.0,32557339.0,151610824.9,315353361.0,67137551.76,24729475.62,3832317324.0,6004937920.0,工业,交通运输设备制造业
603680,2018-12-31,A,485689596.0,3228216729.0,3228216729.0,2907294606.0,2131299001.0,35644989.38,199732499.8,433469387.3,64368695.3,42780033.73,3765591208.0,7580829893.0,工业,交通运输设备制造业
603685,2019-3-31,A,30186689.61,250892512.6,250892512.6,223546001.3,193001611.3,1190401.58,6049040.4,20796080.97,1929467.22,579399.82,388517451.0,1411324115.0,工业,电器机械及器材制造业
603730,2019-3-31,A,193105730.3,1246992529.0,1246992529.0,1104273098.0,874489779.5,6344174.82,87307085.4,107737949.0,27634713.17,759396.38,1894656173.0,5372460809.0,工业,交通运输设备制造业
603706,2019-3-31,A,23314016.29,106805227.8,106805227.8,88900039.28,71780068.72,393379.68,9638979.58,4799198.27,-51404.5,2339817.53,213584584.7,1343333956.0,工业,煤气生产和供应业
603633,2018-1-1,A,56961742.22,374126728.7,374126728.7,321387565.4,242080458.3,3317343.89,16023037.0,41633254.49,15660978.13,2672493.64,392823166.5,1095876700.0,工业,信息技术业
603633,2018-12-31,A,49517228.15,434356092.1,434356092.1,389414760.5,294421640.1,3140156.3,19248841.58,49355932.91,19382807.74,3865381.89,526048238.5,1257426113.0,工业,信息技术业
603681,2019-3-31,A,29790360.89,395431181.4,395431181.4,368177425.8,322324204.9,2318296.24,12532959.92,21565177.23,7723829.55,1712957.91,413667510.0,1696559684.0,工业,化学原料及化学制品制造业
603222,2019-3-31,A,18042334.75,192878575.4,192878575.4,177809918.2,111539605.9,2255921.63,31172902.24,23512362.3,7148877.65,2180248.47,1093729226.0,2152547904.0,工业,医药制造业
2622,2018-1-1,A,82123761.53,194929409.7,194929409.7,206680241.2,93549922.18,6909254.03,17279034.26,69779238.13,13687588.15,5475204.48,470991877.4,1725691694.0,工业,电器机械及器材制造业
2622,2018-12-31,A,60594613.03,422405637.0,422405637.0,548074830.6,238028872.1,9775492.91,23325079.42,168713190.9,35421558.71,72810636.6,526918994.4,1871234377.0,工业,电器机械及器材制造业
600480,2019-3-31,A,132710603.7,2767238930.0,2767238930.0,2656422854.0,2233897868.0,18388821.36,117269788.9,237842127.6,33255919.78,15768328.81,8057927480.0,13937644938.0,工业,交通运输设备制造业
2929,2018-1-1,A,285262353.6,2778394660.0,2778394660.0,2504207212.0,2074977730.0,12930083.28,98536585.68,261826151.0,17582387.15,38354275.01,1197300051.0,2386839788.0,公用事业,计算机应用服务业
2929,2018-12-31,A,241970432.3,3231680137.0,3231680137.0,3022275542.0,2585299525.0,12949842.22,104539228.3,268791908.3,9657659.68,41037378.43,1283360415.0,3913670386.0,公用事业,计算机应用服务业
890,2018-1-1,A,173728100.9,2004295821.0,2004295821.0,1931047327.0,1656366332.0,13274289.89,15598270.79,125431401.5,103209262.7,17167770.43,8742670551.0,9688054513.0,工业,金属制品业
890,2018-12-31,A,-57782208.53,1698089207.0,1698089207.0,1909436035.0,1481087526.0,9113107.43,489348.29,60881291.06,89649030.11,268215732.5,6861358519.0,7515634523.0,工业,金属制品业
600555,2018-1-1,A,86662290.72,30829863.14,30829863.14,269737279.9,29977373.35,7647223.47,2361924.14,119489430.5,86836001.56,23425326.88,1704233685.0,3320757329.0,房地产,房地产业
900955,2018-1-1,A,86662290.72,30829863.14,30829863.14,269737279.9,29977373.35,7647223.47,2361924.14,119489430.5,86836001.56,23425326.88,1704233685.0,3320757329.0,房地产,房地产业
600555,2018-12-31,A,-206087847.9,13101178.7,13101178.7,230660770.9,12167025.69,6674000.65,184625.23,88183687.89,56116344.5,67335086.93,1000622702.0,2382828995.0,房地产,房地产业
900955,2018-12-31,A,-206087847.9,13101178.7,13101178.7,230660770.9,12167025.69,6674000.65,184625.23,88183687.89,56116344.5,67335086.93,1000622702.0,2382828995.0,房地产,房地产业
507,2018-1-1,A,204473070.1,1960395823.0,1960395823.0,1882023539.0,1513599439.0,17154384.92,83388176.11,142605647.0,111467386.5,13808505.94,2934460638.0,6074705869.0,公用事业,水上运输业
507,2018-12-31,A,246254147.0,2614962979.0,2614962979.0,2508150683.0,2113694051.0,19396907.22,92511854.87,172498766.7,122305009.9,-12255906.02,3575983880.0,6838678093.0,公用事业,水上运输业
603825,2019-3-31,A,3747025.53,2138611368.0,2138611368.0,2135411742.0,1908512368.0,6693535.06,116962264.0,91167665.34,17357194.02,-5281284.3,4983531607.0,6488960755.0,公用事业,计算机应用服务业
603956,2019-3-31,A,-24587455.66,74296027.75,74296027.75,102854372.5,27870511.26,2560005.23,34447322.45,38484294.37,-913943.11,406182.27,189544777.8,1213912423.0,工业,专用设备制造业
603938,2019-3-31,A,33952501.41,297322418.3,297322418.3,266381358.7,216093259.2,2638508.46,30817937.46,15586839.86,629138.95,615674.7,92910199.83,1181433313.0,工业,化学原料及化学制品制造业
603978,2019-3-31,A,18134040.41,233973594.4,233973594.4,218941266.9,191457176.3,1173905.12,4396748.68,20140859.72,1229931.95,542645.13,462319731.2,1889866357.0,工业,有色金属冶炼及压延加工业
603866,2019-3-31,A,154610859.3,1142347222.0,1142347222.0,1002441804.0,693545363.7,15623817.45,262621046.6,34441146.73,-3360867.48,-428702.67,480129347.6,4022703341.0,工业,食品制造业
603920,2019-3-31,A,45483326.24,504141268.6,504141268.6,463429540.5,377995522.1,3668924.22,21083849.1,46169663.16,16180073.5,-1668491.59,820379274.9,3251544039.0,工业,信息技术业
603883,2018-1-1,A,493061313.0,7501432326.0,7501432326.0,7040245042.0,4852873700.0,51865028.0,1668055669.0,393770382.0,58414000.0,15266263.0,3597779484.0,6698890574.0,商业,零售业
603883,2018-12-31,A,636281573.0,9471089288.0,9471089288.0,8862013121.0,6136578599.0,58220582.0,2157424014.0,457565404.0,42537092.0,9687430.0,5115443386.0,8484775059.0,商业,零售业
603813,2019-3-31,A,16286878.44,245254819.6,245254819.6,229038605.0,211540828.4,1515688.62,1334904.88,13737311.57,857364.11,52507.43,185689036.8,812153927.2,公用事业,公路运输业
603788,2019-3-31,A,49115048.98,222276513.4,222276513.4,176842942.1,145333355.6,1604962.26,14051907.52,17080560.53,-1328820.69,100976.93,270188187.2,2249411340.0,工业,交通运输设备制造业
603937,2018-1-1,A,123993727.9,1244285542.0,1244285542.0,1123681555.0,1040075651.0,5436131.16,22035418.79,48831104.14,3301820.66,4001430.18,235562542.2,1450682864.0,工业,金属制品业
603937,2018-12-31,A,147387025.2,1303005145.0,1303005145.0,1175939633.0,1106053719.0,5801951.49,22326697.89,47458277.94,-6811946.31,1110933.02,126998444.7,1446462657.0,工业,金属制品业
600851,2019-3-31,A,23417953.07,224896589.8,224896589.8,233697125.1,128956285.5,3865103.82,57485777.49,42103942.34,1290454.79,-4438.92,1034949895.0,5122280207.0,工业,医药制造业
900917,2019-3-31,A,23417953.07,224896589.8,224896589.8,233697125.1,128956285.5,3865103.82,57485777.49,42103942.34,1290454.79,-4438.92,1034949895.0,5122280207.0,工业,医药制造业
300428,2018-3-31,A,95796760.31,1627210709.0,1627210709.0,1575427799.0,1353097335.0,9155087.17,68773797.51,105976765.7,37812584.61,612228.56,223126473.3,959079034.8,工业,交通运输设备制造业
571,2019-3-31,A,-22925524.18,321874035.9,321874035.9,344979622.1,241622361.3,17672016.15,15925100.48,50232382.82,17822985.17,1704776.17,2181017814.0,4032623759.0,综合,综合类
600107,2018-1-1,A,1649700.93,443660878.2,443660878.2,470810221.4,268665302.0,7008407.42,104118058.3,54438627.45,16824532.65,19755293.55,599074511.1,1192566146.0,工业,服装及其他纤维制品制造业
600107,2018-12-31,A,4190946.94,418458684.5,418458684.5,443669716.8,240077404.1,7021012.78,112612011.2,48265279.05,12100083.33,23593926.36,731071626.1,1332564117.0,工业,服装及其他纤维制品制造业
651,2018-1-1,A,26615728682.0,150000000000.0,148000000000.0,125000000000.0,99562912753.0,1513035444.0,16660268494.0,6071604711.0,431279988.5,264786959.8,148133000000.0,214988000000.0,工业,电器机械及器材制造业
651,2018-12-31,A,31273507724.0,200000000000.0,198000000000.0,170000000000.0,138000000000.0,1741892705.0,18899578046.0,11354218369.0,-948201396.7,261674177.3,158519000000.0,251234000000.0,工业,电器机械及器材制造业
571,2018-1-1,A,114917130.2,1603168965.0,1603168965.0,1677232689.0,1209663728.0,74162441.42,75407203.68,238577850.2,70565168.54,8856297.38,2289392095.0,5179075656.0,综合,综合类
571,2018-12-31,A,-1027673115.0,1588519063.0,1588519063.0,2504755024.0,1147177490.0,81228431.91,89837128.42,227399374.8,97205171.95,861907426.8,2342851397.0,4228197979.0,综合,综合类
2723,2018-1-1,A,7017646.72,986645664.2,986645664.2,986714147.6,884404225.6,8114697.66,25284430.54,55394645.11,13169965.68,346183.05,388188272.4,1042074521.0,工业,电器机械及器材制造业
2723,2018-12-31,A,-90826881.05,830502129.6,830502129.6,880338849.9,784708091.0,7689944.49,25645266.22,65815482.88,-6067309.35,2547374.63,408911889.0,991154696.1,工业,电器机械及器材制造业
600052,2018-1-1,A,168508424.7,821633917.9,821633917.9,790658974.1,594497681.5,25569982.3,71799644.28,67322003.6,12788012.85,18681649.55,2965793464.0,5275494338.0,公用事业,广播电影电视业
600052,2018-12-31,A,119585784.0,808555952.4,808555952.4,834574633.0,602875358.6,16913146.1,50879421.84,71389323.71,-3600314.34,96117697.07,4536379056.0,6987849444.0,公用事业,广播电影电视业
2652,2018-1-1,A,162779840.8,2609151370.0,2609151370.0,2455966208.0,2175214004.0,10887263.34,58189991.34,109044414.2,101815547.2,814987.6,1795160554.0,2776186271.0,工业,金属制品业
2652,2018-12-31,A,69175536.03,2740464709.0,2740464709.0,2673065763.0,2407745070.0,10121507.09,37686173.28,119339545.6,96253872.4,1919594.7,1843252223.0,2810798588.0,工业,金属制品业
2203,2018-1-1,A,778326019.3,29912755717.0,29816268254.0,29267237382.0,28106537982.0,40077461.5,391944380.1,487797302.6,203120700.6,37759555.52,9758317113.0,15279965966.0,工业,有色金属冶炼及压延加工业
2203,2018-12-31,A,1072266744.0,40698037219.0,40596624275.0,39871346815.0,38324116143.0,59686897.33,408271582.8,562427764.0,488304251.6,28540175.46,10827178912.0,19218163534.0,工业,有色金属冶炼及压延加工业
2781,2018-1-1,A,197117070.9,3916080464.0,3916080464.0,3728184187.0,3360018494.0,26944389.83,37940542.54,108884201.8,60925365.08,133471193.0,2516411207.0,4340948115.0,综合,装修装饰业
2781,2018-12-31,A,238625342.2,4999370467.0,4999370467.0,4786178776.0,4272974700.0,26279408.17,43969181.2,129564767.3,96709885.82,216680832.5,2977024727.0,4940027980.0,综合,装修装饰业
599,2018-1-1,A,123847545.8,3997767665.0,3997767665.0,3963899986.0,3249302124.0,25252153.61,269894059.1,277336424.6,98258754.26,43856470.68,5572971949.0,8379765614.0,工业,石油、化学、塑胶、塑料
599,2018-12-31,A,19853090.0,3745414514.0,3745414514.0,4244702490.0,3379562159.0,22943959.4,253578003.1,294110031.3,119669943.0,174838393.6,5113702280.0,8965479610.0,工业,石油、化学、塑胶、塑料
600815,2018-1-1,A,319559581.4,4448565472.0,4448565472.0,4414586694.0,3970659310.0,22992261.39,175159621.0,164265830.8,122100602.6,-40590931.51,5703393280.0,6417192816.0,工业,专用设备制造业
600815,2018-12-31,A,-183898855.8,2837897217.0,2837897217.0,3088834267.0,2503955448.0,18295169.07,142197460.5,161765113.8,134974781.0,127646295.3,5139850680.0,5102113677.0,工业,专用设备制造业
600338,2018-1-1,A,1369805445.0,2466526854.0,2466526854.0,1079693504.0,676982256.6,156541934.3,135020299.3,124186067.7,-13462244.23,425190.73,1531303489.0,3235300842.0,工业,有色金属矿采选业
600338,2018-12-31,A,1103038045.0,2046309846.0,2046309846.0,939421346.0,623185093.2,136455568.2,112181473.2,117742385.3,-56424341.05,6281167.23,2618362366.0,4790603324.0,工业,有色金属矿采选业
669,2018-1-1,A,458918139.9,3764721320.0,3764721320.0,3430396804.0,2743376867.0,34267048.92,75644749.51,248351315.3,290994533.9,37762289.17,8708263841.0,13299530627.0,工业,煤气生产和供应业
669,2018-12-31,A,-1626765637.0,4429024624.0,4429024624.0,6111811542.0,3764411423.0,31071485.51,83252927.46,288855367.7,403515760.4,1540704578.0,8504090627.0,11308342376.0,工业,煤气生产和供应业
2201,2018-1-1,A,-740798.48,994216079.3,994216079.3,1013969125.0,768566949.2,14337461.09,72889760.52,86675246.37,65168736.16,6330971.8,1860811152.0,2740929576.0,工业,非金属矿物制品业
2201,2018-12-31,A,20478222.93,1071042430.0,1071042430.0,1062097111.0,801519636.9,15736165.8,72770373.14,95748782.12,56561130.85,19761021.98,1421091883.0,2319814107.0,工业,非金属矿物制品业
2390,2018-1-1,A,419131846.1,6002471031.0,6002471031.0,5604328742.0,4745862179.0,28308578.02,366863105.5,349716296.1,92059920.44,21518662.5,5196306439.0,11954952354.0,工业,医药制造业
2390,2018-12-31,A,-1211408212.0,6580278918.0,6580278918.0,7786196908.0,5146747725.0,31488529.59,424236422.8,490588132.3,116229863.4,1576906234.0,5685795484.0,10854314146.0,工业,医药制造业
600522,2018-1-1,A,2083617892.0,27080175462.0,27080175462.0,25497686098.0,22889656070.0,85340840.51,881200144.3,1401017859.0,184238503.7,56232679.9,9137839531.0,27153366898.0,工业,电器机械及器材制造业
600522,2018-12-31,A,2487588828.0,33923561492.0,33923561492.0,31701056651.0,28945172345.0,98574873.56,1009953376.0,1557630272.0,38944610.88,50781173.53,12527032264.0,32006313536.0,工业,电器机械及器材制造业
2399,2018-1-1,A,104184248.6,2843403784.0,2843403784.0,2734813039.0,1942501885.0,21216237.34,151864154.4,475847287.5,96340958.93,47042515.99,6016006757.0,14014607860.0,工业,医药制造业
600485,2018-1-1,A,-2029678365.0,646934648.0,646934648.0,2828567479.0,498733218.6,72039467.59,139469284.2,528973940.2,983720993.1,605630575.0,11261187228.0,21535363929.0,工业,信息技术业
600485,2018-12-31,A,-3115341094.0,498962107.3,498962107.3,3832694123.0,353325510.9,14415397.98,326350005.2,403220755.6,288071231.1,2447311222.0,11547995018.0,18905807144.0,工业,信息技术业
603825,2018-1-1,A,150176322.2,8216438196.0,8216438196.0,8061895690.0,7294885372.0,40294794.57,318007037.1,339162307.3,41344418.82,28201760.33,3543214851.0,4763016083.0,公用事业,计算机应用服务业
603825,2018-12-31,A,138652539.0,10747706568.0,10747706568.0,10537217763.0,9507036090.0,52711451.29,366756453.4,426286558.9,65582034.9,118845174.9,4869225385.0,6212051568.0,公用事业,计算机应用服务业
839,2018-1-1,A,428111518.7,4362389731.0,4362389731.0,4543271471.0,3554379370.0,25626871.86,206485661.9,439198862.9,245407533.1,72173171.15,9345359657.0,16801802461.0,公用事业,通信服务业
839,2018-12-31,A,2247522661.0,3974368077.0,3974368077.0,4710775672.0,3474441858.0,23382693.57,306571985.9,463769073.9,345765174.0,96844886.19,8353324683.0,17589570829.0,公用事业,通信服务业
2276,2018-1-1,A,114922311.0,7408734020.0,7408734020.0,7391600410.0,6390098494.0,27790585.78,441499509.2,445020069.8,62942437.37,24249313.42,3056417231.0,7043224158.0,工业,电器机械及器材制造业
2276,2018-12-31,A,117616832.0,8739834606.0,8739834606.0,8701971062.0,7445148860.0,28187785.96,528920564.8,518186858.9,97653271.45,83873721.02,3310390113.0,7343777417.0,工业,电器机械及器材制造业
2444,2018-1-1,A,709536556.7,4280610146.0,4280610146.0,3616714198.0,2882261222.0,22760707.01,241568826.1,345215853.2,116258528.1,8649061.59,1851858586.0,7953759324.0,工业,金属制品业
2444,2018-12-31,A,880585635.0,5934673689.0,5934673689.0,5075529775.0,4187547797.0,32147600.07,420521471.7,518621009.3,-143721588.5,60413485.65,2459977709.0,9281397295.0,工业,金属制品业
2803,2018-1-1,A,98026801.7,1132613258.0,1132613258.0,1045920297.0,799424960.7,5554344.54,159081054.3,63599679.69,13242457.14,5017800.54,630448127.4,1148331712.0,公用事业,计算机应用服务业
2803,2018-12-31,A,257409507.5,2269045472.0,2269045472.0,2028017187.0,1292040084.0,9342168.45,599747293.5,93855017.38,22671229.9,10361393.39,871171525.2,1588404659.0,公用事业,计算机应用服务业
600100,2019-3-31,A,661082779.4,3411076315.0,3411076315.0,4030265215.0,2598296055.0,32748111.88,471441414.6,573948460.1,346433563.5,7397609.91,40937483419.0,61588009555.0,工业,信息技术业
600353,2019-3-31,A,25197100.37,285216616.0,285216616.0,261199334.0,230043020.0,1722360.44,5062895.73,18881221.54,1512415.18,3977421.05,535621354.2,1742098020.0,工业,信息技术业
600540,2019-3-31,A,-11311158.44,290733707.5,290733707.5,301718476.9,275400890.9,1109011.78,5265795.23,9378189.98,10232033.97,332555.09,1119397331.0,1574600100.0,综合,农业
600766,2019-3-31,A,-364466.48,1653192.09,1653192.09,2017558.44,538397.47,77687.77,15300.0,1123131.04,274567.58,-11525.42,107645379.5,158377738.7,工业,有色金属矿采选业
600655,2019-3-31,A,575232293.6,8106065900.0,8106065900.0,7752252690.0,6641931852.0,80907709.14,281190912.1,525383331.4,215941058.3,6897826.75,57591666636.0,90816288856.0,商业,零售业
600537,2019-3-31,A,-21315255.37,527334839.9,527334839.9,554759926.5,472758021.5,2936407.73,24868474.63,48540567.15,10376984.17,-4720528.67,2494863581.0,6129193179.0,工业,电器机械及器材制造业
600642,2019-3-31,A,790245896.5,11801039282.0,11801039282.0,11449522334.0,11122163323.0,61765115.22,1380455.73,147502618.2,119910822.0,-3200000.0,25324682623.0,60590917292.0,工业,煤气生产和供应业
600329,2019-3-31,A,217635842.4,1753428847.0,1753428847.0,1599476991.0,979592361.3,18476912.3,504583700.8,98664044.04,-1693024.71,-147002.97,2208590383.0,7462269778.0,工业,医药制造业
30,2019-3-31,A,217255827.8,2346210513.0,2346210513.0,2281321600.0,2038323140.0,14502188.22,68471547.7,169043290.5,-6166513.74,-2852052.71,4801138713.0,12040767518.0,工业,交通运输设备制造业
200030,2019-3-31,A,217255827.8,2346210513.0,2346210513.0,2281321600.0,2038323140.0,14502188.22,68471547.7,169043290.5,-6166513.74,-2852052.71,4801138713.0,12040767518.0,工业,交通运输设备制造业
2337,2019-3-31,A,-25344802.67,45389415.02,44383927.35,72176907.96,31284667.08,910191.47,9222897.83,21809333.15,6167502.69,2782315.74,264776275.4,1543934340.0,工业,专用设备制造业
2698,2019-3-31,A,98604484.23,350752848.6,350752848.6,263461168.0,192289315.2,6695779.16,22710351.74,35604224.89,4159591.0,2001906.03,1398826553.0,3612281689.0,工业,专用设备制造业
6,2019-3-31,A,134159312.6,413493627.6,413493627.6,344487795.2,251122979.9,20510021.12,2214487.02,27971552.38,29015307.72,13653447.01,7389888964.0,14019712732.0,房地产,房地产业
30,2018-1-1,A,879444952.7,7193263144.0,7193263144.0,6843235480.0,5861455733.0,64276722.1,282894995.1,632320399.1,-10639908.87,12927538.94,4039925411.0,10364348492.0,工业,交通运输设备制造业
200030,2018-1-1,A,879444952.7,7193263144.0,7193263144.0,6843235480.0,5861455733.0,64276722.1,282894995.1,632320399.1,-10639908.87,12927538.94,4039925411.0,10364348492.0,工业,交通运输设备制造业
30,2018-12-31,A,902065265.9,7852536417.0,7852536417.0,7703740154.0,6632869805.0,59451531.72,244923408.2,753610458.9,-16240327.07,29125277.27,4554212656.0,11682128692.0,工业,交通运输设备制造业
200030,2018-12-31,A,902065265.9,7852536417.0,7852536417.0,7703740154.0,6632869805.0,59451531.72,244923408.2,753610458.9,-16240327.07,29125277.27,4554212656.0,11682128692.0,工业,交通运输设备制造业
2658,2019-3-31,A,12841349.62,257616154.5,257616154.5,242179810.0,149811915.9,1710083.35,45504403.41,48108626.33,-4018242.7,1063023.66,696441882.4,2807540653.0,工业,仪器仪表及文化、办公用机械制造业
1696,2019-3-31,A,93820784.26,1316036158.0,1272794744.0,1241297396.0,1047609819.0,7836596.3,60633199.73,76482698.57,39069732.55,9665349.92,3614712036.0,8238754476.0,工业,交通运输设备制造业
2510,2019-3-31,A,21521884.6,386449923.6,386449923.6,401218911.9,307014692.9,3112678.67,13520894.59,59297333.74,27634186.81,-9360874.78,3114559621.0,5778051548.0,工业,交通运输设备制造业
600824,2018-1-1,A,185272869.3,1876570693.0,1846997339.0,1709528489.0,1192951942.0,32714369.29,269985817.2,169184985.6,22673563.46,22017811.8,677440133.1,2866001994.0,商业,零售业
600824,2018-12-31,A,150310042.2,1498129641.0,1477918376.0,1370241157.0,870391351.8,31203917.65,268685512.6,170131372.2,21830646.11,7998356.27,620857332.2,2870724888.0,商业,零售业
2803,2019-3-31,A,85936661.06,671479438.0,671479438.0,589409536.6,390392602.8,2437442.99,152079031.1,33713680.85,10987803.06,-201024.2,791772297.6,1589257364.0,公用事业,计算机应用服务业
2058,2019-3-31,A,-3341096.35,19667437.22,19667437.22,23348168.35,13103974.88,70577.22,3833226.9,6548198.79,-72699.53,-135109.91,26902397.74,214100865.1,工业,仪器仪表及文化、办公用机械制造业
20,2018-1-1,A,2531082.65,858040132.7,858040132.7,853455010.1,777906611.1,6447920.89,15916493.87,42783111.53,8979085.95,1421786.71,309089753.4,629762731.4,工业,信息技术业
200020,2018-1-1,A,2531082.65,858040132.7,858040132.7,853455010.1,777906611.1,6447920.89,15916493.87,42783111.53,8979085.95,1421786.71,309089753.4,629762731.4,工业,信息技术业
20,2018-12-31,A,4591957.26,637046707.0,637046707.0,634300173.3,566691476.5,3975984.41,14100247.17,38515205.15,10316763.45,700496.64,293122152.7,617090153.5,工业,信息技术业
200020,2018-12-31,A,4591957.26,637046707.0,637046707.0,634300173.3,566691476.5,3975984.41,14100247.17,38515205.15,10316763.45,700496.64,293122152.7,617090153.5,工业,信息技术业
2371,2019-3-31,A,38197986.89,707938610.3,707938610.3,719430548.4,390214264.4,8410298.77,54162797.53,239873441.6,13720488.33,13049257.79,6383734688.0,10154249447.0,工业,专用设备制造业
544,2019-3-31,A,73798134.15,312590676.4,312590676.4,256438089.7,190060914.3,9205909.62,404974.34,21353571.29,16981479.23,18431240.91,2669275139.0,8867628026.0,公用事业,自来水的生产和供应业
2595,2019-3-31,A,181870831.8,1005707424.0,1005707424.0,830926373.3,720205410.1,13946714.02,13194105.94,62425024.07,24136875.39,-2981756.18,1315499619.0,5827994910.0,工业,专用设备制造业
2284,2019-3-31,A,-829269.48,882185712.6,882185712.6,889774017.6,770368689.0,7352154.54,20410091.85,80221276.79,14042494.36,-2620689.0,2985981519.0,5810094020.0,工业,交通运输设备制造业
552,2019-3-31,A,172841963.3,1265349315.0,1265349315.0,1095404651.0,959925512.7,44396382.91,14465137.47,48131835.75,4243108.26,24242673.69,2483242124.0,9997275579.0,工业,煤炭采选业
678,2019-3-31,A,-12091474.54,338337384.6,338337384.6,356394727.3,318915488.5,3690286.8,7716365.71,22232124.55,3838213.69,2248.11,1463812686.0,2705636052.0,工业,普通机械制造业
2152,2019-3-31,A,256320792.5,1274596071.0,1274596071.0,1051496991.0,742854089.9,5464241.36,135070101.9,164797259.0,-1565712.21,4877010.88,3235833257.0,13000350286.0,工业,普通机械制造业
2212,2019-3-31,A,-100976356.3,1050215963.0,1050215963.0,1156158489.0,875248052.2,4073284.64,118003226.8,149249077.9,8986705.5,598142.23,1504771237.0,9846028578.0,工业,电器机械及器材制造业
2503,2019-3-31,A,145379095.6,3198834352.0,3192854552.0,3080973229.0,2911276529.0,5245907.47,67403480.9,50396502.78,31380371.86,15270437.45,4523598459.0,10213290065.0,工业,服装及其他纤维制品制造业
2212,2018-1-1,A,488205092.3,5133108989.0,5133108989.0,4802608353.0,3862153199.0,33427309.57,334894122.6,503236430.1,38423075.66,30474215.91,1590295162.0,9624743762.0,工业,电器机械及器材制造业
2212,2018-12-31,A,576715753.1,6300337432.0,6300337432.0,5860498256.0,4743981399.0,38752673.11,453032919.4,518019664.2,66444661.11,40266938.38,1734175270.0,9947493423.0,工业,电器机械及器材制造业
936,2019-3-31,A,470816756.2,715744057.9,715744057.9,779586473.0,651686605.5,1218889.45,11014287.06,38838750.39,81297798.14,-4469857.55,6768130340.0,12246204103.0,工业,化学纤维制造业
880,2019-3-31,A,10380211.5,588423239.9,588423239.9,600918007.9,512134944.2,8570230.44,15387608.73,62862967.43,-1963250.79,3925507.93,2670605751.0,4052843064.0,工业,普通机械制造业
897,2019-3-31,A,-20247404.62,32168752.03,32168752.03,54429743.83,27621991.39,1210084.22,11671200.01,11737488.69,2188993.52,-14.0,5673070333.0,6852401559.0,房地产,房地产业
919,2019-3-31,A,269048586.8,613306096.9,613306096.9,571604096.9,474130634.1,3552700.2,11587265.09,81440753.53,-777867.21,1670611.2,645663543.4,4191943625.0,工业,医药制造业
2663,2019-3-31,A,9894326.76,526507439.7,526507439.7,531907423.0,468561858.9,4193157.25,3573516.88,51383141.3,20053800.64,-15858051.92,3396648533.0,8649441760.0,房地产,土木工程建筑业
993,2019-3-31,A,29234489.38,138252655.4,138252655.4,114126417.7,67576220.31,1679238.78,635283.14,26133497.33,16787059.64,1315118.49,1948002335.0,3940106018.0,工业,电力、蒸汽、热水的生产和供应业
2378,2019-3-31,A,8796571.39,451976254.8,451976254.8,471388470.9,393597397.8,2910405.96,6372738.1,30986012.98,24504453.06,13017463.0,1992828350.0,4000464510.0,工业,有色金属冶炼及压延加工业
928,2019-3-31,A,218507364.7,2324206659.0,2324206659.0,2185616104.0,2009072789.0,3969075.74,4754023.38,136884944.3,31702958.59,-767686.3,10985908363.0,15731219528.0,房地产,土木工程建筑业
2640,2018-1-1,A,948383113.8,14017897349.0,14017897349.0,13082908295.0,7041004220.0,4376124.97,5390912899.0,304607341.4,219477508.9,122530200.6,3681756457.0,8600944383.0,商业,零售业
2640,2018-12-31,A,804706637.5,21533874063.0,21533874063.0,20790084134.0,12794540598.0,9715196.08,6785195271.0,424287886.3,185367996.8,590977185.9,4972726045.0,12295544015.0,商业,零售业
2133,2019-3-31,A,-8646349.47,373291569.1,371865843.8,390564887.2,312607500.5,14324029.09,13608902.08,17201185.77,9695307.7,23125006.02,8298877978.0,11860217831.0,房地产,房地产业
2336,2019-3-31,A,44020450.17,2240635331.0,2240635331.0,2201774007.0,1694664672.0,9343105.03,398010083.1,87780912.89,4174793.53,7800440.84,3031246241.0,4514734927.0,商业,零售业
615,2019-3-31,A,119832527.8,816853866.9,816853866.9,773309377.4,616164928.0,7192032.87,38301294.88,78665683.11,33890079.62,-904641.05,9522427548.0,12564599979.0,房地产,房地产业
989,2019-3-31,A,98942678.13,933028534.9,933028534.9,848643669.8,346594784.7,15005985.19,411175917.2,70260487.66,-1168826.21,6775321.26,1075681686.0,5302127860.0,工业,医药制造业
2640,2019-3-31,A,289237118.3,4722793595.0,4722793595.0,4449302007.0,2677997163.0,2678598.4,1493104024.0,168013503.2,83965212.29,23543505.75,4650585950.0,12183012873.0,商业,零售业
952,2019-3-31,A,37449685.15,180917718.4,180917718.4,143759770.0,91940050.97,4249259.96,7403552.65,31104308.66,8300908.37,761689.4,884509353.8,1795304345.0,工业,医药制造业
158,2019-3-31,A,-13647134.27,2069907288.0,2069907288.0,2155309128.0,1928410506.0,16125362.61,51109899.74,103180928.9,71890056.74,-15407625.38,7534780921.0,13546583161.0,公用事业,计算机应用服务业
726,2019-3-31,A,234610371.3,1545153566.0,1545153566.0,1335959267.0,1073032409.0,21952729.62,39973056.09,167140874.3,30901482.17,2958715.29,2953163042.0,10858794197.0,工业,纺织业
